,p,q,m,SSE,MSE,RMSE,MAE,MAPE,Adjusted-R2,AIC,q/p,t*,t**
아테나스랩,4.9928E-07,0.882362958,658301.6805,4876391403,243819570.2,15614.72287,12890.39633,0.585318307,0.994157942,392.2387809,1767272.116,16.30274647,14.81021198
다날핀테크,2.3603E-11,2.224380902,2372750.324,19559499627,1629958302,40372.74207,24442.90861,0.885685221,0.993237988,260.5418432,94241610640,11.3600722,10.76801627
카카오페이,0.002084378,0.475107132,14226950.15,4.11999E+12,2.42353E+11,492293.1825,394988.5188,0.310409904,0.988367484,451.6322104,227.9371799,11.37713048,8.617320486
호갱노노,0.003737581,0.334845974,12298610.78,3.58866E+12,1.70889E+11,413386.9027,342124.6487,0.210172508,0.988293776,549.1498482,89.58896034,13.27658133,9.386971577
해피문데이,3.91748E-07,0.785134633,2043786.605,21754850306,1144992121,33837.73221,22260.63223,0.853103691,0.987853889,402.3146083,2004181.509,18.48184816,16.80448331
팔로,0.012436457,0.648163726,11880686,3.51745E+12,2.51247E+11,501245.2196,422519.9559,29.91308741,0.984742623,373.4958202,52.11803701,5.984725997,3.99114814
당근마켓,0.000435654,0.458509627,70589855,1.63777E+14,7.79888E+12,2792648.147,2101259.867,0.321565263,0.984244165,629.3850361,1052.463459,15.1627855,12.29325409
페이타랩,0.001005046,0.593914845,888685.5245,14168694361,1012049597,31812.72697,22102.96337,0.264448131,0.983856308,296.2934078,590.9327372,10.72699415,8.513321496
시프티,0.003370929,0.191631913,852326.0228,5852158623,278674220.1,16693.53827,13661.26213,1.403822361,0.983139496,414.3566337,56.8483965,20.71963654,13.96610473
고퀄,0.00495849,0.574510578,438321,4748336638,365256664.5,19111.68921,15363.5248,4.156300372,0.981321806,262.3094411,115.8640298,8.201330515,5.928633022
모두의클래스,7.21928E-12,1.363802074,779965.2455,8650460058,432523002.9,20797.18738,16242.26709,8.841634617,0.979105413,403.7029214,1.88911E+11,19.03835065,18.07269887
에이블리코퍼레이션,0.002005525,0.338294871,15572395.95,9.42276E+12,4.48703E+11,669852.9178,504477.678,0.264271359,0.978930196,569.4221645,168.6814822,15.0690751,11.19908871
오아시스,0.012458761,0.364763433,1831550.234,91696812117,6113120808,78186.449,66589.46615,0.59934656,0.977942805,344.0055488,29.27766608,8.951819467,5.460620064
매스프레소,0.012743831,0.374817368,6767258,3.44935E+12,1.64255E+11,405283.328,307959.6398,0.558623088,0.968791017,548.3183504,29.41167224,8.724793969,5.326729609
빌리어네어즈,0.030256363,0.524994425,617476.4002,13007071570,1182461052,34386.93141,27429.57214,1.182352253,0.967885536,235.7995011,17.35153753,5.139445418,2.767620066
어바웃펫,1.65474E-11,1.269781212,1942835.119,1.08781E+11,5180046086,71972.53702,31705.70658,0.831361243,0.967384616,475.7296756,76736057148,19.73854811,18.70139471
컬리,0.003893798,0.269344019,19484768.5,1.77371E+13,8.44622E+11,919033.284,650716.1627,0.180883095,0.966941765,582.70526,69.17256751,15.50519034,10.6853674
올리브유니온,1.18115E-12,1.631678658,581900,21199102001,1059955100,32556.95164,20989.63446,0.862157918,0.966246212,421.6298477,1.38144E+12,17.13213892,16.3250205
브레이브모바일,0.002755201,0.225517709,8285516.488,1.51319E+12,72056879169,268434.1244,209583.2495,0.206313874,0.96560016,531.0151543,81.85162449,19.29667493,13.52744943
버킷플레이스,0.000142507,0.571434117,23803129.77,5.24488E+13,2.49756E+12,1580367.253,1102813.053,0.432195754,0.963699294,605.4730483,4009.856079,14.51513283,12.21105348
와이랩,1.32652E-11,1.415201237,937520,65486957663,3118426555,55842.87381,33871.47393,1.204972772,0.962800686,465.0724825,1.06685E+11,17.94313381,17.01255386
에프아이에프엘,0.003948752,0.223573668,206456.1218,348039554.6,21752472.16,4663.954562,3543.137078,0.480028731,0.961218252,276.3238075,56.61881532,17.74041146,11.95215598
클래스101,0.000559319,0.640196934,7005776,4.20963E+12,2.47625E+11,497619.7101,318097.513,0.277139762,0.959679344,451.9981086,1144.601742,10.99140587,8.936087809
하얀마인드,2.28603E-06,0.951362667,690450,33318104326,1959888490,44270.62784,28438.28289,0.569524418,0.959652543,369.7346081,416163.3443,13.60028355,12.21600101
땀,0.010874421,0.145049505,1688290.744,88308315635,4205157887,64847.18874,54850.58108,0.174235527,0.958065169,471.3511312,13.33859583,16.61490863,8.168752002
비누랩스,0.023227923,0.132669704,10045730.78,4.88253E+12,2.32501E+11,482183.9675,410572.998,0.161195669,0.956175164,555.6154018,5.71164719,11.1772545,2.7296731
링커리어,0.001788368,0.570448742,1144194,93853208464,6256880564,79100.44604,68086.93905,0.351630164,0.951712563,344.3542138,318.9771925,10.07470417,7.773284227
아임웹,9.23585E-06,0.689477255,4997200.563,2.63789E+12,1.25614E+11,354420.3168,288111.407,0.612036652,0.950508056,542.6860306,74652.25274,16.27384457,14.36378844
밸류맵,0.021122511,0.201994789,722134.4298,37412674911,1969088153,44374.40876,35824.82584,0.408488717,0.95003424,412.6158917,9.563010302,10.11980051,4.217264496
미리디,3.38093E-06,0.732379887,4833650,2.59149E+12,1.23404E+11,351289.1869,224771.0959,0.660964619,0.94869657,542.3133324,216620.8355,16.77523824,14.97705694
우리은행,0.000500384,0.537608406,25180972,8.2341E+13,3.921E+12,1980151.893,1626328.49,0.490654209,0.947597402,614.9447328,1074.392636,12.97044562,10.52306338
펫프렌즈,0.002668117,0.319569667,705191,42662485376,2133124269,46185.75829,28110.02055,0.715103299,0.944875983,435.6170707,119.7734966,14.85115239,10.76423905
유니크굿컴퍼니,2.22115E-13,2.104132344,460674.8346,20835322994,1225607235,35008.67371,27183.79334,0.726539886,0.944229307,361.7539384,9.47318E+12,14.20038338,13.57449219
노써치,0.001159601,0.475401999,519428.5546,4466813896,343601068.9,18536.47941,16171.56384,0.475423015,0.944113284,261.5148942,409.9704202,12.62393994,9.860482083
와이오엘오,0.000459621,0.417784861,591586.9081,21327191464,1122483761,33503.48879,17959.11379,0.760582241,0.942451365,401.9373845,908.9758885,16.28788629,13.13911098
아파트너,0.006657687,0.247810878,1613655.597,2.21362E+11,10541045610,102669.5944,82209.40424,0.242314572,0.940183472,490.6493942,37.22176696,14.21351875,9.038192301
부동산플래닛,0.001608325,0.437159088,559542.4788,25681990092,1510705300,38867.79257,26199.63343,1.066549168,0.94012783,365.3093219,271.8102187,12.77465905,9.773164728
브랜디,0.002931937,0.350817523,4543838,2.36796E+12,1.1276E+11,335797.803,267051.5957,0.304630914,0.939676999,540.4191082,119.6538342,13.52539976,9.802544897
비주얼,0.000716065,0.478352359,286758.981,7605694681,422538593.4,20555.74356,16304.27507,0.447153583,0.938992925,363.5122442,668.0293441,13.57704198,10.82804448
메가존클라우드,0.000385769,0.481537129,213187.7626,1559296693,97456043.32,9871.982745,6367.499189,0.413912167,0.938954556,300.3185919,1248.253537,14.79386168,12.06114675
비바리퍼블리카,0.029737584,0.218645148,44847246,2.02359E+14,9.63615E+12,3104214.399,2725749.423,0.170372728,0.937846717,633.8273917,7.35248539,8.032113943,2.729982484
클래스카드,0.00250912,0.407986224,5204442,4.26909E+12,2.0329E+11,450877.117,314852.9811,0.180672363,0.937650542,552.7959048,162.6013162,12.40282349,9.19460708
콘텐츠웨이브,0.005012821,0.227344897,39872020.62,1.05215E+14,5.01022E+12,2238351.947,1721918.898,0.280108093,0.937253389,620.0925174,45.35268183,16.41636585,10.74856232
밀리의서재,0.006662515,0.304441724,5332531,3.30252E+12,1.65126E+11,406356.8632,300728.6922,1.147155341,0.935273605,522.599481,45.69471677,12.28521571,8.052043247
드림어스컴퍼니,0.009125838,0.436120835,4613538,3.57872E+12,1.70415E+11,412813.5471,312831.9813,0.222210518,0.932700193,549.091555,47.78967486,8.684645711,5.726829344
큐리어슬리,0.007457316,0.258236785,288185.6506,10417722280,496082013.3,22272.89863,17200.22889,0.631133985,0.932503097,426.4672882,34.62864842,13.34121196,8.384542288
더브이씨,0.003167838,0.299890925,677992.2361,43778990612,2188949531,46786.2109,31611.66628,0.260324478,0.930696567,436.133752,94.66736968,15.01480878,10.66925585
백패커,0.016071466,0.228287287,11591518.63,1.49774E+13,7.13207E+11,844516.104,660372.3786,0.1913367,0.930544982,579.1538015,14.20450957,10.85927746,5.469833108
네오사피엔스,0.000216603,1.031996599,922497,62235901366,5657809215,75218.41008,56715.80924,0.537464941,0.930099373,253.0193285,4764.450276,8.204639725,6.928781313
레드블루,0.005388847,0.352188497,310750,12874361862,677597992.7,26030.71249,17513.18476,0.974502721,0.929100088,392.34723,65.35507453,11.68931744,8.006315939
디어코퍼레이션,0.002204947,0.853497686,669392,46335969029,3861330752,62139.60695,43282.58779,0.233823896,0.927407566,270.8913326,387.083117,6.963446425,5.424409562
공팔리터,5.88197E-12,1.416186731,1746053.452,3.21085E+11,15289742007,123651.6963,104415.3027,0.778176999,0.927140174,498.4594077,2.40768E+11,18.50539709,17.57546471
키다리스튜디오,4.38693E-13,1.656563969,10414303,1.70516E+13,8.11982E+11,901100.533,763091.546,0.778859866,0.925939467,581.8776286,3.77614E+12,17.48180148,16.68680779
고고밴코리아,0.003907207,0.632706115,354658,13853924803,1065686523,32644.85447,25157.91981,0.359481146,0.924667736,276.2295057,161.9331125,7.991009919,5.922316329
카펜스트리트,0.000129524,0.93785388,412111,17821962071,1370920159,37025.93901,28232.15699,0.49539188,0.924661143,279.503724,7240.768017,9.475095745,8.071064617
콘텐츠퍼스트,2.08034E-13,1.700764147,29373018,1.51944E+14,7.23541E+12,2689870.96,1555921.477,0.87750813,0.924251603,627.8101588,8.17542E+12,17.48164368,16.70731062
딥서치,0.00256037,0.703993827,61836,332717043.4,27726420.28,5265.588313,4671.523291,0.463284386,0.92217415,211.6547558,274.9578231,7.949309105,6.085392789
노티플러스,5.10294E-05,1.261026467,15476558,2.37121E+13,2.15565E+12,1468212.64,916253.9478,0.797479563,0.920073157,318.3902392,24711.77522,8.020946509,6.976634878
모두닥,9.74697E-11,1.48477202,2050043,6.13763E+11,32303331249,179731.2751,147785.3612,0.750182608,0.919480498,465.7702877,15233165100,15.79147538,14.90449888
운칠기삼,0.009579467,0.336288936,2417793,9.18499E+11,43738065108,209136.4748,152419.5744,0.778645527,0.918441225,520.5311769,35.10518123,10.28815787,6.480472969
팬딩,3.35968E-11,1.991225956,597102,53546362938,3346647684,57850.21766,50319.14408,0.734351702,0.917556761,356.8995998,59268309596,12.45732084,11.7959404
토스뱅크,0.029226734,0.224536775,42133355,2.32786E+14,1.10851E+13,3329424.817,2993031.689,0.188361309,0.916056996,636.769025,7.68258186,8.034865521,2.845159952
헬로네이처,0.001619826,0.371760918,473576,33811833506,1610087310,40125.89326,31176.10607,0.365331867,0.915068627,451.1906391,229.5066571,14.55868339,11.03156552
자락당,1.32659E-11,1.671682944,57241.59667,144958898.9,9059931.183,3009.971957,2234.286927,0.81824714,0.914525405,262.3099533,1.26013E+11,15.28977404,14.50197041
한국신용데이터,0.009643562,0.299718187,503509,42001364515,2100068226,45826.50135,34665.25716,1.212910011,0.912986432,435.3047134,31.07961487,11.1085231,6.851507157
앵커리어,0.013168601,0.21520466,2357107.661,7.93992E+11,37809122624,194445.6804,134704.9758,0.181536623,0.911833937,517.4721412,16.34225736,12.2332808,6.466590377
링글잉글리시에듀케이션서비스,0.003247786,0.255422974,354898.5355,12464423522,593543977.2,24362.758,18062.48137,0.333217109,0.911524572,430.2340592,78.64524906,16.87452893,11.78327742
구루미,0.001231114,0.429724141,844362,1.54993E+11,7380618622,85910.52684,56534.79972,0.558226877,0.911247934,483.1645892,349.0531462,13.58661747,10.53071345
구름,0.001590587,0.381241964,1153711.283,2.51398E+11,11971342531,109413.6305,78369.63421,0.367960029,0.910101377,493.3214117,239.6862863,14.31260459,10.87256823
왓챠,0.005364818,0.252230835,15516422.69,3.28298E+13,1.56333E+12,1250330.082,904726.7336,0.249807642,0.90776596,595.6345619,47.01572597,14.94777605,9.835275592
와이피랩스,0.014754784,0.577708603,421837,24551983475,1753713105,41877.35791,33359.63708,0.769440487,0.907584777,303.9900161,39.15398709,6.190259753,3.967408643
서울보증보험,0.005516221,0.221504413,967591.5347,91755692395,4369318685,66100.82212,53354.69791,0.371776069,0.906671028,472.1553315,40.1551029,16.2661405,10.46509117
무신사,0.002951024,0.187749083,47924035.73,8.21031E+13,3.90967E+12,1977288.915,1343754.111,0.286169174,0.904331396,614.8839636,63.6216712,21.77740858,14.87149796
원티드랩,0.004251131,0.17193198,4363673.562,7.91144E+11,37673510626,194096.6528,145855.5463,0.274612762,0.90429913,517.396684,40.44382322,21.00038945,13.52545105
팔루썸니,0.000419461,0.644142174,1568048,4.71286E+11,27722702888,166501.36,126519.9282,0.486792968,0.902944408,414.7737977,1535.641429,11.38246995,9.339286144
탈잉,0.013571687,0.368226051,925273,2.11969E+11,10093742370,100467.6185,75877.26895,0.251745708,0.901115029,489.7388115,27.13192825,8.64518268,5.195822552
크라우드픽,0.000268105,0.637523916,1215626,3.4162E+11,18978898532,137763.9232,88358.41791,0.513547391,0.900113441,431.9986847,2377.885009,12.18887421,10.12400376
그램퍼스,1.93318E-11,1.498673563,265396.5631,5983179141,332398841.1,18231.8085,9635.627255,0.945810715,0.899393138,359.1932304,77523580161,16.73069346,15.85194446
인프랩,0.000756236,0.313511568,5291212.694,2.11355E+12,1.00645E+11,317246.7066,249521.2424,0.532826634,0.89781798,538.0322702,414.5682649,19.17866724,14.98810787
팀오투,0.013845485,0.303076898,206518,6970001044,410000061.4,20248.45825,16519.35497,0.30836078,0.897070882,343.1383537,21.88994437,9.737486309,5.582027542
빔모빌리티코리아,0.003059351,0.612869921,1300254,2.74626E+11,19616130030,140057.5954,112132.4151,0.390104412,0.892329875,337.7946524,200.3267501,8.60480256,6.466638399
집토스,0.023636962,0.201678825,363199,24871991465,1184380546,34414.83032,24638.66234,0.162773283,0.890473865,444.7422003,8.532349823,9.514933836,3.669990979
에이블트리,0.015858211,0.315336111,133196,3681801452,175323878.7,13240.99236,10334.81033,0.228241551,0.890405026,404.6250567,19.88472151,9.027786645,5.051396318
카페24,7.2058E-05,0.517701513,256647.657,10806384051,514589716.7,22684.57001,18730.50514,0.647529168,0.887811294,427.23649,7184.51351,17.14974185,14.60624027
스윗테크놀로지스,0.021363463,0.324162144,147230.7334,1894244875,157853739.6,12563.98582,10050.99754,1.204516741,0.886134282,232.5261536,15.17367005,7.870796348,4.059333848
데이콘,0.002360967,0.501965541,115904,1926482250,128432150,11332.79092,9034.408149,0.433682344,0.885351804,286.0636696,212.6101789,10.62696538,8.015645384
라프텔,0.0028097,0.294027608,11028443.49,2.20307E+13,1.04908E+12,1024246.707,766624.9423,0.590125463,0.884819296,587.2576552,104.6473455,15.66715491,11.23052292
위트레인,0.05795003,0.049670861,220960.0178,1820140035,151678336.2,12315.77591,9662.1008,0.714885892,0.883022876,232.0472715,0.85713262,-1.432460014,-13.66946983
딜리버리히어로코리아,0.032997387,0.112490357,34827843.11,1.71607E+14,8.17176E+12,2858628.855,2301755.819,0.217567388,0.882340518,630.3658112,3.409068586,8.429844877,-0.622174641
위시켓,0.000147773,0.510683811,1142414.42,2.88059E+11,13717073758,117119.9119,94580.0741,0.575629869,0.881664265,496.1800502,3455.862492,15.95012446,13.37205775
피플카,0.000717163,0.302477359,541945.9828,20789856296,989993156.9,31464.1567,24043.45673,0.449651307,0.880513015,440.9773804,421.7691393,19.935908,15.59230084
코드스테이츠,3.2225E-05,0.658355994,116021,2724551364,143397440.2,11974.86702,9303.168948,0.666288718,0.880476987,362.8414821,20429.95518,15.07432425,13.07404864
바닐라브릿지,0.00791659,0.409360719,30219,183024181.3,11439011.33,3382.160749,2345.56195,0.493238983,0.880470661,266.0406419,51.70922015,9.455668971,6.299595377
정육각,0.000259123,0.455324571,619195,90032655861,4287269327,65477.24282,36154.06642,0.597036749,0.879599142,471.7572328,1757.174846,16.39975857,13.50905393
프렌트립,0.017897737,0.362557253,682141,1.06283E+11,5061097415,71141.39031,48502.08582,0.178654071,0.879174076,475.2418327,20.25715634,7.907658486,4.446124451
디스코,0.007923601,0.282170833,982018,1.78327E+11,9385626121,96879.44117,62833.55663,0.258014163,0.878246665,442.2864592,35.61144016,12.31553084,7.775775002
와디즈,0.003827771,0.333575422,6757391,1.26076E+13,6.00361E+11,774829.8116,513557.5218,0.663583347,0.876357376,575.5367448,87.14612245,13.24109069,9.337873635
비햅틱스,0.000826169,0.337058826,612879.1726,29301577065,1542188267,39270.70494,25546.39157,0.4065886,0.876297829,407.9728957,407.977999,17.79070789,13.89305657
와이어바알리,4.60421E-05,0.560168286,240740.0245,12162301477,579157213.2,24065.68539,18376.30348,0.573300555,0.8722506,429.718775,12166.42656,16.79077996,14.43996915
더블유컨셉코리아,0.00134601,0.20499464,16708509.71,6.44507E+12,3.06908E+11,553992.751,447122.0782,0.480667063,0.871344356,561.446089,152.2980613,24.35700163,17.97455638
핏펫,0.004578419,0.392529161,203389.0142,7676631481,479789467.6,21904.09705,14418.05688,0.348302031,0.868861209,325.8217273,85.73466011,11.20919721,7.892821594
마보,0.031210794,0.232083104,736311,1.08228E+11,5153727933,71789.46951,55444.78975,0.171316951,0.868828478,475.6227094,7.435988413,7.620121563,2.618266581
그린카,0.044094593,0.113977351,1362361.823,3.21323E+11,15301074366,123697.5116,110572.343,0.197761698,0.867015108,498.4749665,2.584837379,6.007787188,-2.323595777
사람인에이치알,0.001716169,0.354927461,30962126.27,2.42397E+14,1.15427E+13,3397457.747,2630047.351,0.420353834,0.865423359,637.6185955,206.8137941,14.94999038,11.25734656
크라우드웍스,0.005185846,0.374702742,269798,17056309917,947572773.2,30782.67001,23606.54639,0.599969882,0.862440615,378.0494574,72.2548958,11.2669878,7.800292727
라라잡,0.000174923,0.756722285,478475.0889,13544954343,1128746195,33596.81823,25802.73152,0.570280605,0.862337407,256.1324795,4326.036011,11.06148476,9.321541891
인플루엔셜,0.013395994,0.329709098,1901459,9.08563E+11,50475740017,224668.0663,164158.3532,0.408550049,0.858733279,449.6056559,24.61251499,9.336075539,5.497724173
에이치소사이어티,0.021087095,0.377191911,345643,32098637467,1528506546,39096.11932,28517.50938,0.200329642,0.857908764,450.0986966,17.8873339,7.241388107,3.934766677
투스라이프,0.000928478,0.357018424,3477722.876,2.52992E+12,1.20472E+11,347091.2225,274970.9611,0.48991052,0.855641205,541.8084024,384.5199276,16.62815234,12.9489533
더스윙,0.007411573,0.39092987,1011567.471,75971681059,6330973422,79567.41432,58257.39432,0.313340203,0.855545432,276.8246381,52.74586782,9.954990864,6.648887727
벤디스,0.026997136,0.127277484,286019,14305990326,715299516.3,26745.08397,18909.46401,0.376716296,0.855380347,413.7642383,4.714480946,10.05115959,1.514707525
미소,0.041063884,0.1260803,490269,56366287536,2684108930,51808.38668,39141.43749,0.214341094,0.852654994,461.9229074,3.070345244,6.711510916,-1.167661837
스파코사,1.21073E-16,2.279441145,19223.03117,63311057.3,3517280.961,1875.441538,1533.390625,0.90275564,0.852247427,277.3175783,1.88271E+16,16.44002582,15.86227109
